Nom de la commune,Populationtotal,Population_string,Premier_chiffre
Le Pont-de-Claix,10498,10498,1
Pont-en-Royans,807,807,8
Pont-Évêque,5259,5259,5
Pontcharra,7514,7514,7
Porcieu-Amblagnieu,1806,1806,1
Porte-des-Bonnevaux,2067,2067,2
Prébois,172,172,1
Presles,89,89,8
Pressins,1178,1178,1
Primarette,738,738,7
Proveysieux,516,516,5
Prunières,360,360,3
Quaix-en-Chartreuse,925,925,9
Quet-en-Beaumont,67,67,6
Quincieu,103,103,1
Réaumont,1053,1053,1
Renage,3561,3561,3
Rencurel,328,328,3
Revel,1354,1354,1
Revel-Tourdan,1092,1092,1
Reventin-Vaugris,1948,1948,1
Rives,6556,6556,6
La Rivière,756,756,7
Roche,2136,2136,2
Les Roches-de-Condrieu,1961,1961,1
Rochetoirin,1156,1156,1
Roissard,313,313,3
Romagnieu,1611,1611,1
Roussillon,8586,8586,8
Rovon,620,620,6
Royas,404,404,4
Roybon,1185,1185,1
Ruy-Montceau,4631,4631,4
Sablons,2331,2331,2
Saint-Agnin-sur-Bion,1064,1064,1
Saint-Alban-de-Roche,2038,2038,2
Saint-Alban-du-Rhône,860,860,8
Saint-Albin-de-Vaulserre,410,410,4
Saint-Andéol,128,128,1
Saint-André-en-Royans,333,333,3
Saint-André-le-Gaz,2945,2945,2
Saint Antoine l'Abbaye,1185,1185,1
Saint-Appolinard,417,417,4
Saint-Arey,89,89,8
Saint-Aupre,1189,1189,1
Saint-Barthélemy,979,979,9
Saint-Barthélemy-de-Séchilienne,437,437,4
Saint-Baudille-de-la-Tour,834,834,8
Saint-Baudille-et-Pipet,265,265,2
Saint-Blaise-du-Buis,1087,1087,1
Saint-Bonnet-de-Chavagne,652,652,6
Saint-Bueil,734,734,7
Saint-Cassien,1205,1205,1
Saint-Chef,3704,3704,3
Saint-Christophe-en-Oisans,107,107,1
Saint-Christophe-sur-Guiers,847,847,8
Saint-Clair-de-la-Tour,3483,3483,3
Saint-Clair-du-Rhône,3904,3904,3
Saint-Clair-sur-Galaure,286,286,2
Saint-Didier-de-Bizonnes,306,306,3
Saint-Didier-de-la-Tour,2096,2096,2
Saint-Égrève,16094,16094,1
Saint-Étienne-de-Crossey,2647,2647,2
Saint-Étienne-de-Saint-Geoirs,3269,3269,3
Saint-Geoire-en-Valdaine,2441,2441,2
Saint-Geoirs,529,529,5
Saint-Georges-d'Espéranche,3420,3420,3
Saint-Georges-de-Commiers,2306,2306,2
Saint-Gervais,558,558,5
Saint-Guillaume,263,263,2
Saint-Hilaire-de-Brens,653,653,6
Saint-Hilaire-de-la-Côte,1536,1536,1
Saint-Hilaire-du-Rosier,1916,1916,1
Saint-Honoré,841,841,8
Saint-Ismier,7288,7288,7
Saint-Jean-d'Avelanne,979,979,9
Saint-Jean-d'Hérans,295,295,2
Saint-Jean-de-Bournay,4699,4699,4
Saint-Jean-de-Moirans,3616,3616,3
Saint-Jean-de-Soudain,1615,1615,1
Saint-Jean-de-Vaulx,551,551,5
Saint-Jean-le-Vieux,296,296,2
Saint-Joseph-de-Rivière,1247,1247,1
Saint-Julien-de-l'Herms,154,154,1
Saint-Just-Chaleyssin,2626,2626,2
Saint-Just-de-Claix,1236,1236,1
Saint-Lattier,1361,1361,1
Saint-Laurent-du-Pont,4624,4624,4
Saint-Laurent-en-Beaumont,463,463,4
Saint-Marcel-Bel-Accueil,1431,1431,1
Saint-Marcellin,8102,8102,8
Saint-Martin-d'Hères,38755,38755,3
Saint-Martin-d'Uriage,5625,5625,5
Saint-Martin-de-Clelles,188,188,1
Saint-Martin-de-la-Cluze,734,734,7
Saint-Martin-de-Vaulserre,265,265,2
Saint-Martin-le-Vinoux,5839,5839,5
Saint-Maurice-en-Trièves,159,159,1
Saint-Maurice-l'Exil,6232,6232,6
Saint-Maximin,669,669,6
Saint-Michel-de-Saint-Geoirs,308,308,3
Saint-Michel-en-Beaumont,31,31,3
Saint-Michel-les-Portes,277,277,2
Saint-Mury-Monteymond,327,327,3
Saint-Nazaire-les-Eymes,3044,3044,3
Saint-Nicolas-de-Macherin,962,962,9
Saint-Nizier-du-Moucherotte,1129,1129,1
Saint-Ondras,646,646,6
Saint-Paul-d'Izeaux,301,301,3
Saint-Paul-de-Varces,2211,2211,2
Saint-Paul-lès-Monestier,268,268,2
Saint-Pierre-d'Entremont,585,585,5
Saint-Pierre-de-Bressieux,777,777,7
Saint-Pierre-de-Chartreuse,1043,1043,1
Saint-Pierre-de-Chérennes,476,476,4
Saint-Pierre-de-Méaroz,133,133,1
Saint-Pierre-de-Mésage,770,770,7
Saint-Prim,1402,1402,1
Saint-Quentin-Fallavier,6169,6169,6
Saint-Quentin-sur-Isère,1470,1470,1
Saint-Romain-de-Jalionas,3329,3329,3
Saint-Romain-de-Surieu,362,362,3
Saint-Romans,1819,1819,1
Saint-Sauveur,2146,2146,2
Saint-Savin,4156,4156,4
Saint-Siméon-de-Bressieux,2951,2951,2
Saint-Sorlin-de-Morestel,643,643,6
Saint-Sorlin-de-Vienne,885,885,8
Saint-Sulpice-des-Rivoires,438,438,4
Saint-Théoffrey,536,536,5
Saint-Vérand,1761,1761,1
Saint-Victor-de-Cessieu,2289,2289,2
Saint-Victor-de-Morestel,1114,1114,1
Saint-Vincent-de-Mercuze,1568,1568,1
Sainte-Agnès,581,581,5
Sainte-Anne-sur-Gervonde,702,702,7
Sainte-Blandine,1013,1013,1
Sainte-Luce,43,43,4
Sainte-Marie-d'Alloix,495,495,4
Sainte-Marie-du-Mont,239,239,2
Salagnon,1458,1458,1
Salaise-sur-Sanne,4585,4585,4
La Salette-Fallavaux,66,66,6
La Salle-en-Beaumont,323,323,3
Le Sappey-en-Chartreuse,1151,1151,1
Sarcenas,197,197,1
Sardieu,1145,1145,1
Sassenage,11577,11577,1
Satolas-et-Bonce,2446,2446,2
Savas-Mépin,905,905,9
Séchilienne,1065,1065,1
Septème,2105,2105,2
Sérézin-de-la-Tour,1088,1088,1
Sermérieu,1707,1707,1
Serpaize,1964,1964,1
Serre-Nerpol,330,330,3
Seyssinet-Pariset,12171,12171,1
Seyssins,7791,7791,7
Seyssuel,2055,2055,2
Siccieu-Saint-Julien-et-Carisieu,599,599,5
Siévoz,138,138,1
Sillans,1955,1955,1
Sinard,715,715,7
Soleymieu,797,797,7
La Sône,588,588,5
Sonnay,1266,1266,1
Sousville,140,140,1
Succieu,756,756,7
La Sure en Chartreuse,1021,1021,1
Susville,1304,1304,1
Têche,580,580,5
Tencin,2119,2119,2
La Terrasse,2661,2661,2
Theys,2035,2035,2
Thodure,757,757,7
Tignieu-Jameyzieu,7342,7342,7
Torchefelon,752,752,7
La Tour-du-Pin,8286,8286,8
Le Touvet,3331,3331,3
Tramolé,778,778,7
Treffort,299,299,2
Tréminis,179,179,1
Trept,2225,2225,2
La Tronche,6737,6737,6
Tullins,7801,7801,7
Val-de-Virieu,1558,1558,1
Valbonnais,503,503,5
Valencin,2847,2847,2
Valencogne,709,709,7
La Valette,74,74,7
Valjouffrey,137,137,1
Varacieux,875,875,8
Varces-Allières-et-Risset,8417,8417,8
Vasselin,479,479,4
Vatilieu,376,376,3
Vaujany,341,341,3
Vaulnaveys-le-Bas,1311,1311,1
Vaulnaveys-le-Haut,3927,3927,3
Vaulx-Milieu,2582,2582,2
Velanne,543,543,5
Vénérieu,855,855,8
Venon,745,745,7
Vernas,272,272,2
Vernioz,1320,1320,1
La Verpillière,7313,7313,7
Le Versoud,4874,4874,4
Vertrieu,658,658,6
Veurey-Voroize,1464,1464,1
Veyssilieu,344,344,3
Vézeronce-Curtin,2164,2164,2
Vienne,29683,29683,2
Vif,8656,8656,8
Vignieu,1110,1110,1
Villages du Lac de Paladru,2544,2544,2
Villard-Bonnot,7170,7170,7
Villard-de-Lans,4434,4434,4
Villard-Notre-Dame,30,30,3
Villard-Reculas,56,56,5
Villard-Reymond,44,44,4
Villard-Saint-Christophe,418,418,4
Ville-sous-Anjou,1198,1198,1
Villefontaine,18999,18999,1
Villemoirieu,1921,1921,1
Villeneuve-de-Marc,1165,1165,1
Villette-d'Anthon,5021,5021,5
Villette-de-Vienne,1902,1902,1
Vinay,4324,4324,4
Viriville,1652,1652,1
Vizille,7534,7534,7
Voiron,20603,20603,2
Voissant,236,236,2
Voreppe,9655,9655,9
Vourey,1744,1744,1
Abergement-la-Ronce,874,874,8
Abergement-le-Grand,59,59,5
Abergement-le-Petit,42,42,4
Abergement-lès-Thésy,63,63,6
Aiglepierre,452,452,4
Alièze,158,158,1
Amange,492,492,4
Andelot-en-Montagne,538,538,5
Andelot-Morval,97,97,9
Annoire,384,384,3
Arbois,3544,3544,3
Archelange,224,224,2
Ardon,117,117,1
Aresches,32,32,3
Arinthod,1146,1146,1
Arlay,1249,1249,1
Aromas,670,670,6
Arsure-Arsurette,103,103,1
Les Arsures,240,240,2
Asnans-Beauvoisin,742,742,7
Audelange,277,277,2
Augea,284,284,2
Augerans,179,179,1
Augisey,206,206,2
Aumont,476,476,4
Aumur,374,374,3
Authume,842,842,8
Auxange,205,205,2
Avignon-lès-Saint-Claude,401,401,4
Balaiseaux,317,317,3
Balanod,355,355,3
Bans,195,195,1
Barésia-sur-l'Ain,152,152,1
La Barre,238,238,2
Barretaine,180,180,1
Baume-les-Messieurs,168,168,1
Baverans,522,522,5
Beaufort-Orbagna,1367,1367,1
Beffia,80,80,8
Bellecombe,67,67,6
Bellefontaine,553,553,5
Belmont,270,270,2
Bersaillin,419,419,4
Besain,172,172,1
Biarne,412,412,4
Bief-des-Maisons,72,72,7
Bief-du-Fourg,208,208,2
Biefmorin,99,99,9
Billecul,48,48,4
Bletterans,1465,1465,1
Blois-sur-Seille,106,106,1
Blye,167,167,1
Bois-d'Amont,1697,1697,1
Bois-de-Gand,58,58,5
Boissia,123,123,1
La Boissière,68,68,6
Bonlieu,265,265,2
Bonnefontaine,104,104,1
Bornay,182,182,1
Les Bouchoux,326,326,3
Bourg-de-Sirod,96,96,9
Bracon,280,280,2
Brainans,177,177,1
Brans,224,224,2
La Bretenière,221,221,2
Bretenières,41,41,4
Brevans,683,683,6
Briod,213,213,2
Broissia,65,65,6
Buvilly,392,392,3
Censeau,307,307,3
Cernans,144,144,1
Cerniébaud,89,89,8
Cernon,254,254,2
Cesancey,403,403,4
La Chailleuse,615,615,6
Chaînée-des-Coupis,185,185,1
Les Chalesmes,97,97,9
Chambéria,176,176,1
Chamblay,434,434,4
Chamole,169,169,1
Champagne-sur-Loue,130,130,1
Champagney,488,488,4
Champagnole,8346,8346,8
Champdivers,446,446,4
Champrougier,104,104,1
Champvans,1457,1457,1
Chancia,230,230,2
La Chapelle-sur-Furieuse,316,316,3
Chapelle-Voland,609,609,6
Chapois,226,226,2
Charchilla,284,284,2
Charcier,132,132,1
Charency,56,56,5
Charézier,177,177,1
La Charme,68,68,6
Charnod,40,40,4
La Chassagne,121,121,1
Chassal-Molinges,1159,1159,1
Château-Chalon,152,152,1
Châtel-de-Joux,51,51,5
La Châtelaine,141,141,1
Chatelay,112,112,1
Le Chateley,90,90,9
Châtelneuf,144,144,1
Châtenois,396,396,3
Châtillon,119,119,1
Chaumergy,498,498,4
La Chaumusse,413,413,4
Chaussenans,101,101,1
Chaussin,1654,1654,1
Chaux-Champagny,73,73,7
Chaux-des-Crotenay,418,418,4
La Chaux-du-Dombief,557,557,5
La Chaux-en-Bresse,40,40,4
Chavéria,234,234,2
Chemenot,38,38,3
Chemin,353,353,3
Chêne-Bernard,64,64,6
Chêne-Sec,36,36,3
Chevigny,286,286,2
Chevreaux,123,123,1
Chevrotaine,32,32,3
Chille,312,312,3
Chilly-le-Vignoble,687,687,6
Chilly-sur-Salins,117,117,1
Chissey-sur-Loue,329,329,3
Choisey,1081,1081,1
Choux,123,123,1
Cize,816,816,8
Clairvaux-les-Lacs,1500,1500,1
Clucy,78,78,7
Cogna,267,267,2
Coiserette,55,55,5
Colonne,266,266,2
Commenailles,905,905,9
Condamine,278,278,2
Condes,116,116,1
Conliège,695,695,6
Conte,56,56,5
Cornod,225,225,2
Cosges,370,370,3
Coteaux du Lizon,2468,2468,2
Courbette,51,51,5
Courbouzon,604,604,6
Courlans,955,955,9
Courlaoux,1138,1138,1
Courtefontaine,265,265,2
Cousance,1331,1331,1
Coyrière,66,66,6
Coyron,80,80,8
Cramans,532,532,5
Crans,75,75,7
Crenans,244,244,2
Cressia,377,377,3
Crissey,678,678,6
Crotenay,729,729,7
Les Crozets,202,202,2
Cuisia,404,404,4
Cuvier,264,264,2
Dammartin-Marpain,348,348,3
Damparis,2774,2774,2
Dampierre,1305,1305,1
Darbonnay,94,94,9
Denezières,73,73,7
Le Deschaux,1029,1029,1
Desnes,487,487,4
Les Deux-Fays,107,107,1
Digna,362,362,3
Dole,24606,24606,2
Domblans,1264,1264,1
Dompierre-sur-Mont,237,237,2
Doucier,328,328,3
Dournon,141,141,1
Doye,103,103,1
Dramelay,32,32,3
Éclans-Nenon,392,392,3
Écleux,234,234,2
Écrille,86,86,8
Entre-deux-Monts,151,151,1
Équevillon,596,596,5
Les Essards-Taignevaux,264,264,2
Esserval-Tartre,123,123,1
Étival,318,318,3
L' Étoile,577,577,5
Étrepigney,436,436,4
Évans,656,656,6
Falletans,402,402,4
La Favière,29,29,2
Fay-en-Montagne,92,92,9
La Ferté,200,200,2
Le Fied,211,211,2
Foncine-le-Bas,199,199,1
Foncine-le-Haut,1090,1090,1
Fontainebrux,212,212,2
Fontenu,77,77,7
Fort-du-Plasne,453,453,4
Foucherans,2231,2231,2
Foulenay,84,84,8
Fraisans,1229,1229,1
Francheville,56,56,5
Fraroz,52,52,5
Frasne-les-Meulières,127,127,1
La Frasnée,41,41,4
Le Frasnois,164,164,1
Frébuans,381,381,3
Frontenay,177,177,1
Gatey,380,380,3
Gendrey,441,441,4
Genod,70,70,7
Geraise,42,42,4
Germigney,82,82,8
Geruge,176,176,1
Gevingey,547,547,5
Gevry,702,702,7
Gigny,288,288,2
Gillois,142,142,1
Gizia,239,239,2
Grande-Rivière Château,647,647,6
Grange-de-Vaivre,36,36,3
Graye-et-Charnay,141,141,1
Gredisans,137,137,1
Grozon,433,433,4
Hautecour,196,196,1
Hauteroche,976,976,9
Hauts de Bienne,5623,5623,5
Les Hays,333,333,3
Ivory,97,97,9
Ivrey,62,62,6
Jeurre,271,271,2
Jouhe,627,627,6
Lac-des-Rouges-Truites,411,411,4
Ladoye-sur-Seille,55,55,5
Lajoux,274,274,2
Lamoura,661,661,6
Le Larderet,77,77,7
Largillay-Marsonnay,155,155,1
Larnaud,616,616,6
Larrivoire,105,105,1
Le Latet,85,85,8
La Latette,75,75,7
Lavancia-Epercy,664,664,6
Lavangeot,140,140,1
Lavans-lès-Dole,332,332,3
Lavans-lès-Saint-Claude,2544,2544,2
Lavigny,382,382,3
Lect,360,360,3
Lemuy,243,243,2
Lent,154,154,1
Leschères,213,213,2
Loisia,167,167,1
Lombard,216,216,2
Longchaumois,1199,1199,1
Longcochon,64,64,6
Longwy-sur-le-Doubs,515,515,5
Lons-le-Saunier,18023,18023,1
Loulle,176,176,1
Louvatange,104,104,1
Le Louverot,223,223,2
La Loye,560,560,5
Macornay,1009,1009,1
Maisod,341,341,3
Malange,327,327,3
Mantry,466,466,4
Marigna-sur-Valouse,120,120,1
Marigny,208,208,2
Marnézia,93,93,9
Marnoz,426,426,4
La Marre,352,352,3
Martigna,206,206,2
Mathenay,145,145,1
Maynal,340,340,3
Menétru-le-Vignoble,161,161,1
Menétrux-en-Joux,58,58,5
Menotey,321,321,3
Mérona,8,8,8
Mesnay,598,598,5
Mesnois,191,191,1
Messia-sur-Sorne,856,856,8
Meussia,426,426,4
Mièges,169,169,1
Miéry,157,157,1
Mignovillard,843,843,8
Moirans-en-Montagne,2206,2206,2
Moiron,135,135,1
Moissey,576,576,5
Molain,108,108,1
Molamboz,93,93,9
Molay,506,506,5
Monay,127,127,1
Monnet-la-Ville,356,356,3
Monnetay,15,15,1
Monnières,439,439,4
Mont-sous-Vaudrey,1287,1287,1
Mont-sur-Monnet,254,254,2
Montagna-le-Reconduit,119,119,1
Montaigu,489,489,4
Montain,533,533,5
Montbarrey,323,323,3
Montcusel,163,163,1
Monteplain,134,134,1
Montfleur,190,190,1
Montholier,362,362,3
Montigny-lès-Arsures,262,262,2
Montigny-sur-l'Ain,207,207,2
Montlainsia,253,253,2
Montmarlon,32,32,3
Montmirey-la-Ville,178,178,1
Montmirey-le-Château,202,202,2
Montmorot,3364,3364,3
Montrevel,91,91,9
Montrond,507,507,5
Morbier,2399,2399,2
Mouchard,1418,1418,1
Mournans-Charbonny,97,97,9
Les Moussières,171,171,1
Moutonne,132,132,1
Moutoux,74,74,7
Mutigney,174,174,1
Nance,530,530,5
Nanchez,828,828,8
Nancuise,48,48,4
Les Nans,94,94,9
Neublans-Abergement,550,550,5
Neuvilley,87,87,8
Nevy-lès-Dole,287,287,2
Nevy-sur-Seille,215,215,2
Ney,587,587,5
Nogna,307,307,3
Nozeroy,450,450,4
Offlanges,201,201,2
Onglières,67,67,6
Onoz,77,77,7
Orchamps,1139,1139,1
Orgelet,1640,1640,1
Ougney,378,378,3
Ounans,375,375,3
Our,142,142,1
Oussières,238,238,2
Pagney,331,331,3
Pagnoz,235,235,2
Pannessières,495,495,4
Parcey,994,994,9
Le Pasquier,259,259,2
Passenans,351,351,3
Patornay,146,146,1
Peintre,130,130,1
Perrigny,1571,1571,1
Peseux,322,322,3
La Pesse,350,350,3
Petit-Noir,1102,1102,1
Picarreau,104,104,1
Pillemoine,60,60,6
Pimorin,201,201,2
Le Pin,256,256,2
Plainoiseau,540,540,5
Plaisia,116,116,1
Les Planches-en-Montagne,166,166,1
Les Planches-près-Arbois,97,97,9
Plasne,229,229,2
Plénise,62,62,6
Plénisette,27,27,2
Pleure,432,432,4
Plumont,105,105,1
Poids-de-Fiole,337,337,3
Pointre,127,127,1
Poligny,4454,4454,4
Pont-d'Héry,242,242,2
Pont-de-Poitte,667,667,6
Pont-du-Navoy,280,280,2
Port-Lesney,539,539,5
Prémanon,1219,1219,1
Présilly,132,132,1
Pretin,62,62,6
Publy,294,294,2
Pupillin,245,245,2
Quintigny,254,254,2
Rahon,519,519,5
Rainans,273,273,2
Ranchot,499,499,4
Rans,542,542,5
Ravilloles,489,489,4
Recanoz,92,92,9
Reithouse,60,60,6
Relans,345,345,3
Les Repôts,52,52,5
Revigny,263,263,2
Rix,80,80,8
La Rixouse,202,202,2
Rochefort-sur-Nenon,684,684,6
Rogna,233,233,2
Romain,212,212,2
Romange,201,201,2
Rosay,125,125,1
Rotalier,167,167,1
Rothonay,139,139,1
Rouffange,106,106,1
Les Rousses,3727,3727,3
Ruffey-sur-Seille,749,749,7
Rye,223,223,2
Saffloz,104,104,1
Saint-Amour,2485,2485,2
Saint-Aubin,1843,1843,1
Saint-Baraing,266,266,2
Saint-Claude,9577,9577,9
Saint-Cyr-Montmalin,248,248,2
Saint-Didier,283,283,2
Saint-Germain-en-Montagne,417,417,4
Saint-Hymetière-sur-Valouse,454,454,4
Saint-Lamain,119,119,1
Saint-Laurent-en-Grandvaux,1844,1844,1
Saint-Lothain,480,480,4
Saint-Loup,279,279,2
Saint-Maur,236,236,2
Saint-Maurice-Crillat,244,244,2
Saint-Pierre,362,362,3
Saint-Thiébaud,58,58,5
Sainte-Agnès,365,365,3
Saizenay,97,97,9
Salans,603,603,6
Saligney,190,190,1
Salins-les-Bains,2736,2736,2
Sampans,1177,1177,1
Santans,304,304,3
Sapois,388,388,3
Sarrogna,240,240,2
Saugeot,67,67,6
Séligney,78,78,7
Sellières,753,753,7
Septmoncel les Molunes,853,853,8
Sergenaux,68,68,6
Sergenon,53,53,5
Sermange,251,251,2
Serre-les-Moulières,199,199,1
Sirod,544,544,5
Songeson,70,70,7
Soucia,192,192,1
Souvans,488,488,4
Supt,104,104,1
Syam,198,198,1
Tassenières,403,403,4
Tavaux,4012,4012,4
Taxenne,110,110,1
Thervay,395,395,3
Thésy,66,66,6
Thoirette-Coisia,893,893,8
Thoiria,196,196,1
Thoissia,37,37,3
Toulouse-le-Château,224,224,2
La Tour-du-Meix,235,235,2
Tourmont,492,492,4
Trenal,470,470,4
Les Trois Châteaux,793,793,7
Uxelles,56,56,5
Vadans,285,285,2
Val-d'Épy,350,350,3
Val-Sonnette,941,941,9
Val Suran,804,804,8
Valempoulières,204,204,2
Valzin en Petite Montagne,514,514,5
Vannoz,214,214,2
Le Vaudioux,181,181,1
Vaudrey,387,387,3
Vaux-lès-Saint-Claude,711,711,7
Vaux-sur-Poligny,81,81,8
Verges,196,196,1
Véria,121,121,1
Vernantois,339,339,3
Le Vernois,318,318,3
Vers-en-Montagne,239,239,2
Vers-sous-Sellières,240,240,2
Vertamboz,99,99,9
Vescles,196,196,1
Vevy,286,286,2
La Vieille-Loye,408,408,4
Villard-Saint-Sauveur,638,638,6
Villards-d'Héria,415,415,4
Villeneuve-d'Aval,88,88,8
Villeneuve-sous-Pymont,300,300,3
Villers-Farlay,677,677,6
Villers-les-Bois,213,213,2
Villers-Robert,233,233,2
Villerserine,52,52,5
Villette-lès-Arbois,393,393,3
Villette-lès-Dole,785,785,7
Villevieux,732,732,7
Le Villey,89,89,8
Vincent-Froideville,397,397,3
Viry,970,970,9
Vitreux,290,290,2
Voiteur,777,777,7
Vosbles-Valfin,197,197,1
Vriange,159,159,1
Vulvoz,20,20,2
Aire-sur-l'Adour,6681,6681,6
Amou,1562,1562,1
Angoumé,288,288,2
Angresse,2048,2048,2
Arboucave,205,205,2
Arengosse,692,692,6
Argelos,167,167,1
Argelouse,95,95,9
Arsague,343,343,3
Artassenx,251,251,2
Arthez-d'Armagnac,111,111,1
Arue,352,352,3
Arx,59,59,5
Aubagnan,253,253,2
Audignon,396,396,3
Audon,380,380,3
Aureilhan,1092,1092,1
Aurice,629,629,6
Azur,852,852,8
Bahus-Soubiran,424,424,4
Baigts,373,373,3
Banos,281,281,2
Bas-Mauco,370,370,3
Bascons,877,877,8
Bassercles,157,157,1
Bastennes,264,264,2
Bats,307,307,3
Baudignan,54,54,5
Bégaar,1183,1183,1
Belhade,204,204,2
Bélis,170,170,1
Bélus,612,612,6
Bénesse-lès-Dax,539,539,5
Bénesse-Maremne,3298,3298,3
Benquet,1777,1777,1
Bergouey,100,100,1
Betbezer-d'Armagnac,149,149,1
Beylongue,367,367,3
Beyries,130,130,1
Biarrotte,295,295,2
Bias,752,752,7
Biaudos,939,939,9
Biscarrosse,14561,14561,1
Bonnegarde,279,279,2
Bordères-et-Lamensans,375,375,3
Bostens,203,203,2
Bougue,797,797,7
Bourdalat,256,256,2
Bourriot-Bergonce,315,315,3
Brassempouy,273,273,2
Bretagne-de-Marsan,1572,1572,1
Brocas,811,811,8
Buanes,263,263,2
Cachen,229,229,2
Cagnotte,778,778,7
Callen,148,148,1
Campagne,1026,1026,1
Campet-et-Lamolère,446,446,4
Candresse,834,834,8
Canenx-et-Réaut,161,161,1
Capbreton,9058,9058,9
Carcarès-Sainte-Croix,523,523,5
Carcen-Ponson,639,639,6
Cassen,594,594,5
Castaignos-Souslens,398,398,3
Castandet,415,415,4
Castel-Sarrazin,563,563,5
Castelnau-Chalosse,644,644,6
Castelnau-Tursan,195,195,1
Castelner,109,109,1
Castets,2414,2414,2
Cauna,451,451,4
Cauneille,813,813,8
Caupenne,412,412,4
Cazalis,138,138,1
Cazères-sur-l'Adour,1101,1101,1
Cère,417,417,4
Classun,277,277,2
Clèdes,135,135,1
Clermont,806,806,8
Commensacq,444,444,4
Coudures,460,460,4
Créon-d'Armagnac,369,369,3
Dax,21512,21512,2
Doazit,884,884,8
Donzacq,491,491,4
Duhort-Bachen,683,683,6
Dumes,242,242,2
Escalans,262,262,2
Escource,732,732,7
Estibeaux,714,714,7
Estigarde,123,123,1
Eugénie-les-Bains,456,456,4
Eyres-Moncube,378,378,3
Fargues,333,333,3
Le Frêche,402,402,4
Gaas,514,514,5
Gabarret,1541,1541,1
Gaillères,629,629,6
Gamarde-les-Bains,1350,1350,1
Garein,447,447,4
Garrey,211,211,2
Gastes,828,828,8
Gaujacq,445,445,4
Geaune,682,682,6
Geloux,720,720,7
Gibret,103,103,1
Goos,528,528,5
Gourbera,378,378,3
Gousse,323,323,3
Gouts,280,280,2
Grenade-sur-l'Adour,2571,2571,2
Habas,1529,1529,1
Hagetmau,4829,4829,4
Hastingues,595,595,5
Hauriet,283,283,2
Haut-Mauco,975,975,9
Herm,1172,1172,1
Herré,143,143,1
Heugas,1380,1380,1
Hinx,1924,1924,1
Hontanx,608,608,6
Horsarrieu,706,706,7
Josse,876,876,8
Labastide-Chalosse,154,154,1
Labastide-d'Armagnac,692,692,6
Labatut,1453,1453,1
Labenne,6728,6728,6
Labouheyre,2776,2776,2
Labrit,874,874,8
Lacajunte,157,157,1
Lacquy,285,285,2
Lacrabe,273,273,2
Laglorieuse,565,565,5
Lagrange,195,195,1
Lahosse,321,321,3
Laluque,1039,1039,1
Lamothe,316,316,3
Larbey,246,246,2
Larrivière-Saint-Savin,676,676,6
Latrille,159,159,1
Laurède,391,391,3
Lauret,88,88,8
Lencouacq,385,385,3
Léon,1991,1991,1
Lesgor,451,451,4
Lesperon,1070,1070,1
Le Leuy,253,253,2
Lévignacq,321,321,3
Linxe,1514,1514,1
Liposthey,539,539,5
Lit-et-Mixe,1637,1637,1
Losse,278,278,2
Louer,308,308,3
Lourquen,184,184,1
Lubbon,105,105,1
Lucbardez-et-Bargues,587,587,5
Lüe,572,572,5
Luglon,401,401,4
Lussagnet,74,74,7
Luxey,677,677,6
Magescq,2208,2208,2
Maillas,136,136,1
Maillères,247,247,2
Mano,128,128,1
Mant,275,275,2
Marpaps,144,144,1
Mauries,91,91,9
Maurrin,448,448,4
Mauvezin-d'Armagnac,94,94,9
Maylis,332,332,3
Mazerolles,660,660,6
Mées,1851,1851,1
Meilhan,1170,1170,1
Messanges,1000,1000,1
Mézos,835,835,8
Mimbaste,1033,1033,1
Mimizan,7182,7182,7
Miramont-Sensacq,367,367,3
Misson,797,797,7
Moliets-et-Maa,1186,1186,1
Momuy,476,476,4
Monget,94,94,9
Monségur,402,402,4
Mont-de-Marsan,30994,30994,3
Montaut,639,639,6
Montégut,73,73,7
Montfort-en-Chalosse,1205,1205,1
Montgaillard,644,644,6
Montsoué,581,581,5
Morcenx-la-Nouvelle,5230,5230,5
Morganx,182,182,1
Mouscardès,271,271,2
Moustey,705,705,7
Mugron,1491,1491,1
Narrosse,3283,3283,3
Nassiet,358,358,3
Nerbis,277,277,2
Nousse,252,252,2
Oeyregave,358,358,3
Oeyreluy,1738,1738,1
Onard,378,378,3
Ondres,5478,5478,5
Onesse-Laharie,1028,1028,1
Orist,740,740,7
Orthevielle,950,950,9
Orx,634,634,6
Ossages,523,523,5
Ousse-Suzan,285,285,2
Ozourt,205,205,2
Parentis-en-Born,6442,6442,6
Parleboscq,510,510,5
Payros-Cazautets,109,109,1
Pécorade,148,148,1
Perquie,364,364,3
Pey,698,698,6
Peyre,250,250,2
Peyrehorade,3870,3870,3
Philondenx,208,208,2
Pimbo,213,213,2
Pissos,1468,1468,1
Pomarez,1577,1577,1
Pontenx-les-Forges,1627,1627,1
Pontonx-sur-l'Adour,2925,2925,2
Port-de-Lanne,1097,1097,1
Poudenx,231,231,2
Pouillon,3153,3153,3
Pouydesseaux,943,943,9
Poyanne,698,698,6
Poyartin,854,854,8
Préchacq-les-Bains,739,739,7
Pujo-le-Plan,647,647,6
Puyol-Cazalet,111,111,1
Renung,548,548,5
Retjons,351,351,3
Rimbez-et-Baudiets,106,106,1
Rion-des-Landes,3029,3029,3
Rivière-Saas-et-Gourby,1245,1245,1
Roquefort,1941,1941,1
Sabres,1328,1328,1
Saint-Agnet,194,194,1
